username,message,sentiment,confidence
uzzah,(PTR)iggered,neutral,0
celticturtle,No one like uk even Europe hahahaha,negative,-0.407422
viczebr,WINSTON MAIN PogChamp,neutral,0
jennabeanboo,BrainSlug,neutral,0
levianus,ImTriggered T R I G G E R E D ImTriggered T R I G G E R E D ImTriggered T R I G G E R E D ImTriggered T R I G G E R E D,Error,0
pancho_man,tea at noon lul,Error,0
cheekyferret,moonmoon hates me FeelsBadMan,negative,-0.84612
xenoss_,ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL,Error,0
combatir01,@MOONMOON_OW, remind them that they voted for brexit,positive,0.435511
serdarkny,i bet half of chat didn't know it though LUL,neutral,0
wild_gunman,Uk not eu anymore get your shieeet together,negative,-0.310041
lolletje,Even me? FeelsBadMan,Error,0
llamunkapus,EUROPEANS ARE ALL big teeth smelly cucks,negative,-0.784848
cardimum,heyman,neutral,0
xenoss_,ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL,Error,0
srace2020,Play Badlands MoonMoon.,neutral,0
welshjemz,@MOONMOON_OW, moon2THUMP moon2THUMP moon2THUMP moon2THUMP,Error,0
markettomato,@MOONMOON_OW lol im Canadian and i knew that xD xD excuse meh,positive,0.453954
creepr26,Euros in chat triggered,Error,0
grumpyvegan,@MOONMOON_OW, just keep reminding EU about brexit and they will get triggered and leave you alone,neutral,0
zakki12345,@MOONMOON_OW HARAMBE WAS AN INSIDE JOB BUSH DID IT :( :(,negative,-0.767977
fatuastorm,@MOONMOON_OW, hey, I'm spaniard, let me out of this ImTriggered,neutral,0
xenoss_,ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL,Error,0
squarebanana111,why I'm European and I love your streams,positive,0.422078
renbaer,How to trigger everyone 101 by Moonmoon,negative,-0.433071
hawaiianxgypsy,I N F U C K I N G T E N S E,Error,0
ayelemow,👌ㅤㅤㅤ MrDestructoid ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ🍆 💤 👔 🍆ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ㅤ🛢ㅤ 👃 ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ⚡ 8= 👊 =D 💦ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ 🎺 ㅤ🍆 ㅤㅤㅤㅤ💦ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ 👢ㅤㅤ 👢ㅤ,Error,0
catebulb,not all europeans FeelsBadMan,negative,-0.255001
xenoss_,ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL ITS AFTERNOON IN EU dewLUL IDIOT NA dewLUL @MOONMOON_OW dewLUL,Error,0
zathasz,🤔 Why is Na so bad at games 🤔,negative,-0.815964
officialdark_tv,GO TO BED EUFAGS,Error,0
10k7,UK ain't eu no more LUL,Error,0
billwilson_,@moonmoon_ow Excuse me strimmer this song is actually not patriotic checkmate burgers moon2MLADY,neutral,0
adamthedud,cmonBruh,neutral,0
mateuszrb,cmonBruh,neutral,0
gigudrion,MOONMOON_OW, TRIGGERED LUL TRIGGERED LUL TRIGGERED LUL TRIGGERED LUL,Error,0
usernamewastaken12,ImTriggered,Error,0
zaenia,cmonBruh,neutral,0
monta1994,VoteYea VoteYea VoteYea VoteYea,Error,0
dragiop,British Cucks LUL,Error,0
donikass,CmonBruh,neutral,0
vanitydestroyer,cmonBruh,neutral,0
onlyausername,cmonBruh,neutral,0
zathasz,🤔 Why is NA so bad at games 🤔,Error,0
hypermkw,cmonBruh,neutral,0
rastafarimahn,WERE AMERICANS LUL,negative,-0.221893
besided1337,NA OpieOP,neutral,0
lonester,Kappa,neutral,0
neutralweird,cmonBruh,Error,0
fartknoxd,?,neutral,0
gayelephant,literally had no idea.,negative,-0.307699
nishiinoya,put me to sleep daad,neutral,0
gentleplayer32,AUSTRIA IS BETTER,positive,0.403975
cruzcontrol22,cmonBruh,neutral,0
if_i_only_have_snus,cmonBruh,neutral,0
celly00,Moon Moon didn't actually know LUL,Error,0
infinityhauntlet,its like 5 in the afternoon lul,positive,0.312758
liquidsn,i didnt.... moon2THUMP,negative,-0.745316
dieec23,@MOONMOON_OW YOU ARN'T MY SUPERVISOR,negative,-0.522519
peaceyp_,EU, MORE LIKE PEEE YUUU,neutral,0
raider_unkindled,EU go to bed,neutral,0
yipyipdj,rlly wasnt funny guys are some kiss asses loool,negative,-0.643836
gayelephant,i dont listen to lyrics,negative,-0.692386
lionruler1322,I'm European 😥 why man,negative,-0.475402
metalblacktiger,🤔,neutral,0
the_dawkinator,cmonBruh,neutral,0
jollyeye,5 mins,Error,0
kiirin,WTF,Error,0
trlstee,BUT ITS 5 OCLOCK,negative,-0.471642
bortimusmaximus,Hey, I feel like if I was EU i would be like one of those chill eu guys u no?,Error,0
ang_squ,it's only 18:54,negative,-0.521989
kbolli,Im EU and im not retarded FeelsBadMan,negative,-0.35231
t4iishy,DuckerZ DOES DuckerZ IT DuckerZ LOOK DuckerZ LIKE DuckerZ I DuckerZ GIVE DuckerZ A DuckerZ DUCK DuckerZ ABOUT DuckerZ YOUR DuckerZ CHAT DuckerZ EXPERIENCE? DuckerZ,Error,0
1uptriforce,I think everyone knows since it's been used by trump,positive,0.259318
andima88,USA killed harambe BibleThump,Error,0
manletz,DICKS OUT,negative,-0.815526
teude,https://clips.twitch.tv/moonmoon_ow/UglyCarabeefArgieB8,Error,0
billwilson_,cmonBruh,neutral,0
lezzis,Excuse me moonmoon, why are you playing Harambe ?,negative,-0.538858
rastafarimahn,@peaceyp_, PogChamp,Error,0
onlyausername,VoteYea,neutral,0
acutt,Umm moonmoon don't you know great brittain isn't europe anymore,neutral,0
myreactions,gold gun for winston next?!? PogChamp,neutral,0
coldace180,Lol why America so mad about UK,negative,-0.664191
dankdropleton,cmonBruh,Error,0
seaglul,KKona A M E R I C A KKona,Error,0
cruzcontrol22,LUL,Error,0
mateuszrb,EU + UK LUL,neutral,0
jennabeanboo,KappaRoss,neutral,0
akumapls,Run it down mid BigBrother,Error,0
fadeofwolf,LUL Eu LUL,Error,0
infinityhauntlet,is moonmoon gonna build a wall around us omf,positive,0.760969
phenom_hs,ImTriggered MOONMOON ImTriggered PUSHES ImTriggered ME ImTriggered TO ImTriggered MY ImTriggered ABSOLUTE ImTriggered LIMIT ImTriggered,Error,0
t4iishy,deIlluminati DON'T deIlluminati MIND deIlluminati ME deIlluminati JUST deIlluminati PROMOTING deIlluminati THE deIlluminati NEW deIlluminati WORLD deIlluminati ORDER deIlluminati,Error,0
aitheporo,Go on a diet usa x.x cy@,positive,0.407672
becleveme,EU + UK = LUL,Error,0
toneeto,#MOOXIT,neutral,0
frozn11,FeelsGoodMan when the only bad thing u can say about EU is Brexit,negative,-0.339092
phenom_hs,ImTriggered MOONMOON ImTriggered PUSHES ImTriggered ME ImTriggered TO ImTriggered MY ImTriggered ABSOLUTE ImTriggered LIMIT ImTriggered .,Error,0
wraithyzz,yes moonmoon ?,Error,0
littleonetheraptor,moonmoon is in a bit of a mood today.,positive,0.623519
urethrafranklin333,Wtf UK is still in Europe,Error,0
davidstreaming,@acutt, Still is, they are in the process of leaving still.,Error,0
viper459,america jsut has a small penis and needs to compensate KAppa,positive,0.280554
lolletje,PogChamp,Error,0
dadisthecoolest,HEY @Moonmoon_ow AINT YOU GONNA WATCH THE NEW BASTION SHORT IN LIKE 5 MINUTES?,Error,0
sanchezgaming,@MOONMOON_OW, thank god im norwegian,Error,0
donikass,PogChamp,Error,0
billwilson_,720 PogChamp,Error,0
onlyausername,360 PogChamp,Error,0
psych_reaper,ImTriggered MOONMOON ImTriggered PUSHES ImTriggered ME ImTriggered TO ImTriggered MY ImTriggered ABSOLUTE ImTriggered LIMIT ImTriggered .,Error,0
tidblom01,How fucking dare you compair the master race that is sweden to fucking UK cunts?!?! @moonmoon_ow,Error,0
pineapple,britain is still in europe, they only voted to leave the european union FailFish,Error,0
eny0_,PogChamp STEERING WHEEL PogChamp,Error,0
sniarru,360 barrier PogChamp,Error,0
jgthechamp,+,Error,0
petuho,360 HARAMBE,Error,0
rastafarimahn,360 HARAMBE PogChamp,Error,0
uphaz,5 health,Error,0
good_catfish,5 hp,Error,0
mos221,NervousMonkey,Error,0
if_i_only_have_snus,Guys it's time DICKS OUT FOR HARAMBE SwiftRage,Error,0
combatir01,BEAT EM DOWN,Error,0
solarorgasm,360 NO AIM!!!!!!!!!!!!!!!!,Error,0
sheepish97,America mad they didnt fk their country before UK Kappa,Error,0
t4iishy,DICKS OUT,Error,0
teude,Y U HEF TO BE MAD MOON?!,Error,0
tarrgan,tfw you wish NA was still asleep FeelsBadMan,Error,0
cheekyferret,PogChomp,Error,0
whitetigress,LOL,Error,0
callofthemoose23,MONKEY MADNESSSSSS!!!!!,Error,0
t4iishy,deIlluminati DON'T deIlluminati MIND deIlluminati ME deIlluminati JUST deIlluminati PROMOTING deIlluminati THE deIlluminati NEW deIlluminati WORLD deIlluminati ORDER deIlluminati,Error,0
zxblast,UK IS STILL IN THE EUROPE RETARDS, NOT THE EUROPEAN UNION. UK IS STILL IN THE EUROPE RETARDS, NOT THE EUROPEAN UNION. UK IS STILL IN THE EUROPE RETARDS, NOT THE EUROPEAN UNION. UK IS STILL IN THE EUROPE RETARDS, NOT THE EUROPEAN UNION. UK IS STILL IN THE EUROPE RETARDS, NOT THE EUROPEAN UNION. UK IS STILL IN THE EUROPE RETARDS, NOT THE EUROPEAN UNION. UK IS STILL IN THE EUROPE RETARDS, NOT THE EUROPEAN UNION.,Error,0
onorekian,HARAMBE PogChamp,Error,0
swampertguru,🇺🇸🆓🆔🅾Ⓜ🇺🇸🆓🆔🅾Ⓜ🇺🇸🆓🆔🅾Ⓜ🇺🇸🆓🆔🅾Ⓜ🇺🇸,Error,0
gdell,clobberin time?,Error,0
galirom,LMAO,Error,0
bobthepredator,@acutt, are you retarded? Its still in europe LUL,Error,0
rizoel95,LUL,Error,0
mrj0ne5,Lol,Error,0
cmass,LMAO,Error,0
dadisthecoolest,YO @Moonmoon_ow AINT YOU GONNA WATCH THE NEW BASTION SHORT IN LIKE 5 MINUTES?,Error,0
pk_revan,"The wolf hunts for THE BEAT",Error,0
teude,:D :D :D,Error,0
mateuszrb,LUL,Error,0
not_pandapants,LUL,Error,0
donikass,LUL,Error,0
1onemorelife,LUL,Error,0
grumpyvegan,LUL,Error,0
t00_gosu,LMAO he flew,Error,0
lordtsoran,LAUNCHED,Error,0
el_reto,lul,Error,0
rocketbearlol,LUL,Error,0
teude,JUNKRAT!,Error,0
fadeofwolf,LUL,Error,0
s1ohboi,LUL,Error,0
litraphy,LUL,Error,0
rub727,ULURU,Error,0
malaki3,get rekt,Error,0
coatzul,rekt LUL,Error,0
grindigoo,LOL,Error,0
infinityhauntlet,rip,Error,0
autkanda,ULURU,Error,0
thedragonbox,LUL,Error,0
planf,LUL,Error,0
bjsaling,LUL,Error,0
mrnubcakz,LUL,Error,0
saladsareninjas,LUL,Error,0
padandpadie,LUL,Error,0
zaenia,ULURU,Error,0
lift_tv,LUL,Error,0
arethyu,ULURU,Error,0
pinkninja22,LUL,Error,0
fsjallink,LUL,Error,0
dsrt_camo,LUK,Error,0
demon_lily,ULURU,Error,0
whitetigress,HAHAHAH,Error,0
xal1771,LUL,Error,0
m1c4h,ya scrub,Error,0
saltytf,LUL,Error,0
sperpurber,ULURU,Error,0
corvusanr,LUL XD,Error,0
quasar_231,LUL BM,Error,0
viczebr,ULURU,Error,0
kreaturger,REKT,Error,0
felicitates,rekt,Error,0
usernamewastaken12,LUL,Error,0
wowexlucis,Destroyed,Error,0
fullmetalmaniac,LUL,Error,0
dragoneer3,NO HARAMBE,Error,0
katsuia,ULURU,Error,0
metalblacktiger,LUL,Error,0
mysticaz,luul,Error,0
owlishowl,LuL,Error,0
ninjanerd127,RIP HARAMBE BibleThump,Error,0
fitfedditfez,lololol,Error,0
dankdropleton,LUL,Error,0
grummrumm,LUL,Error,0
the_dawkinator,!mouse,Error,0
nightbot,Logitech G502,Error,0
demon_lily,UNSUBBED moon2SMUG,Error,0
xal1771,AIM SKILL ULU,Error,0
coatzul,!throw,Error,0
nightbot,350 game throws TriHard,Error,0
ch43t0m1um,r3ktr3ktr3kt,Error,0
knightstrinity,hehe xD,Error,0
ramtin2k,harambe BibleThump BibleThump BibleThump,Error,0
viper459,itmejpLOL ULURU,Error,0
bassoctivine,HE WAS AIMING AT YOU LUL,Error,0
psych_reaper,HARAMBE ULUR,Error,0
lulxdhahaa,spamrat BrokeBack,Error,0
rzack,Fuck McCree Kappa,Error,0
ninjalbino,ULURU,Error,0
dieec23,spray and pry,Error,0
r1kh4rd,HARAMBE,Error,0
ababa000,LUL,Error,0
owlishowl,BibleThump,Error,0
t4iishy,KEK,Error,0
mrj0ne5,Hi streamer. All of these Harambe memes in chat really make me sad and triggers me all the time. I feel like the Genji mains knowing their character won't ever become better than his big brother. Please do something or else Harambe will get its revenge.,Error,0
psych_reaper,ULURU,Error,0
jabugz07,Harambe got sniped,Error,0
stickem1986,junkrat doesn't aim at ANYONE,Error,0
blahmeistah,ULURU,Error,0
billwilson_,haHAA Harambe haHAA,Error,0
krstallized,skill rat 4Head,Error,0
rastafarimahn,caught you with your dick out LUL,Error,0
xingmingping,xD,Error,0
chill3h,@MOONMOON_OW my cat is 18 years old and all he does is just sit in front of the heater and stare into the flame,Error,0
nightbot,frick you,Error,0
t4iishy,deIlluminati DON'T deIlluminati MIND deIlluminati ME deIlluminati JUST deIlluminati PROMOTING deIlluminati THE deIlluminati NEW deIlluminati WORLD deIlluminati ORDER deIlluminati,Error,0
reesaroni,moon2SMUG No Aim moon2SMUG No Brain moon2SMUG Must be a Winston main moon2SMUG,Error,0
sniarru,HARAMBE WAS AN INSIDE JOB,Error,0
xingmingping,hahahah,Error,0
ozakir,5m for sombra cinematic Kreygasm,Error,0
lifedustx,ULURU,Error,0
combatir01,THEY COULD HAVE JUST PUT HIM DOWN,Error,0
infinityhauntlet,how do i do dix out if i dont have one???,Error,0
colonel__axelduke,Winstons so bad,Error,0
dbrans_,junkrats aim?,Error,0
zximpactxz,NotLikeThis WHY DIDNT THE FUCK JUNKRAT WITH A NERF?! NotLikeThis,Error,0
hawaiianxgypsy,ULURU,Error,0
ramtin2k,k,Error,0
lateshuv_,DIX OUT,Error,0
ababa000,!throw,Error,0
dsrt_camo,BUSH DID HARAMBE,Error,0
senjougahara_sama,EVERYONE IS DEAD LUL,Error,0
acutt,Life if a junkrat main,Error,0
pikkipi,So @moonmoon_ow , SNEAKIIII TOLD US YOU VAPE. IS THAT THE SECRET TO BEING PRO,Error,0
tarrgan,Zxblast, the UK is still in the erupean union you tard LUL,Error,0
t4iishy,FeelsGoodMan 🔫 HARAMBE I'M COMING FeelsGoodMan 🔫,Error,0
lolletje,BELIEVE gachiGASM,Error,0
if_i_only_have_snus,( ͡° ͜ʖ ͡°)╯╲___卐卐卐卐 Don't mind me just taking the mods out for a walk﻿ Keepo,Error,0
corvusanr,what mic do you have moon? quality seems pretty good.,Error,0
dendem4n,BibleThump,Error,0
tucklulz,wow i didn't realise it was possible to be bad at winston until i saw this stream,Error,0
xal1771,@moonmoon_ow play Dva with legendary emote for BM plsssss,Error,0
pyonz,Keepo,Error,0
syntaxau,CoolCat FeelsBadMan,Error,0
gentleplayer32,FUCK HARAMBE,Error,0
t4iishy,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
r1kh4rd,HARAMBE,Error,0
rocketpoweredmonke,FUCK MCCREE,Error,0
rub727,FUCK MCREE,Error,0
good_catfish,sadder than eu?,Error,0
mrj0ne5,Hi streamer. All of these Harambe memes in chat really make me sad and triggers me all the time. I feel like the Genji mains knowing their character won't ever become better than his big brother. Please do something or else Harambe will get its revenge.,Error,0
soratemas,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
firestarter175,america is in asia right chat,Error,0
kiuper,to bad it was not hanzo,Error,0
sindoow,perfect moon2SMUG,Error,0
t4iishy,kek,Error,0
muegle,xD,Error,0
nightbot,frick you,Error,0
raine94,PUNCH ARMOR,Error,0
usernamewastaken12,WINSTON MORE LIKE HARAMBE ULURU,Error,0
lolletje,NO AIM 4Head NO BRAIN 4Head YOU GUESSED IT RIGHT 4Head I'M A WINSTON MAIN 4Head,Error,0
t4iishy,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
r1kh4rd,LUL,Error,0
x_sh4rp,HARAMBE,Error,0
thedragonbox,LUL,Error,0
hehehahalolz,LUL,Error,0
onlyausername,LUL,Error,0
grumpyvegan,LUL,Error,0
cowrule,Harmbe,Error,0
manletz,LUL,Error,0
leckotut,SO MUCH SKILL XDDD,Error,0
sperpurber,OMGScoots,Error,0
not_pandapants,HIGH OCTANE GAMEPLAY,Error,0
felbladenoz,lirikO,Error,0
tidblom01,How fucking dare you compair the master race that is sweden to fucking UK cunts?!?! @moonmoon_ow,Error,0
pixelylive,@MOONMOON_OW Playing harambe today :D,Error,0
phenom_hs,ImTriggered MOONMOON ImTriggered PUSHES ImTriggered ME ImTriggered TO ImTriggered MY ImTriggered ABSOLUTE ImTriggered LIMIT ImTriggered .,Error,0
droseph139,Kappa,Error,0
cubeheadd,new short is coming in 3 min,Error,0
papyshh,nothing personnel kid,Error,0
cubeheadd,https://www.youtube.com/watch?v=axPSTHRYpZw,Error,0
manletz,THATS THE SPOT Kreygasm,Error,0
nightbot,Cubeheadd -> *DUKE NUKEM QUOTE XD* [warning],Error,0
gentleplayer32,FUCK HARAMBE,Error,0
r1kh4rd,LUL LUL,Error,0
rambo_8_u,Winston main???,Error,0
owningsniper,Harambe gameplay PogChamp,Error,0
t4iishy,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
reesaroni,moon2SMUG No Aim moon2SMUG No Brain moon2SMUG Must be a Winston main moon2SMUG,Error,0
muegle,LUL,Error,0
cowrule,@gentleplayer32 HOW DARE YOU,Error,0
dadisthecoolest,YO @Moonmoon_ow AINT YOU GONNA WATCH THE NEW BASTION SHORT IN LIKE 5 MINUTES?,Error,0
chellity,HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm,Error,0
onorekian,VAC,Error,0
slowpokem,HEY GUYS, WHAT IF WE CALLED WINSTONE HARAMBE INSTEAD ULURU moon2XD moon2XD moon2XD,Error,0
r1kh4rd,LUL,Error,0
mateuszrb,LUL,Error,0
donikass,LYL,Error,0
whitetigress,LUL,Error,0
killahighdtw,BAstion short inc Kreygasm,Error,0
forceofadragon4,JUKES,Error,0
demon_lily,LUL,Error,0
chellity,HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm,Error,0
meznia,ANELE Sweden Master Race ANELE,Error,0
nishiinoya,uhm excuse me moon moon , stop dying you fuq lul( ͡° ͜ʖ ͡°),Error,0
manletz,ULURU,Error,0
kiirin,LUL,Error,0
teude,OH NICE!,Error,0
combatir01,ULURU,Error,0
felbladenoz,Kreygasm,Error,0
levianus,LUL,Error,0
saltytf,LUL,Error,0
chos3n_one,type gg ez pleaseeeeeee,Error,0
alp202,LUL,Error,0
usernamewastaken12,LUL,Error,0
myreactions,FeelsAmazingMan Winston gameplay FeelsAmazingMan FeelsAmazingMan Winston gameplay FeelsAmazingMan,Error,0
saladsareninjas,LUL,Error,0
demon_lily,moon2CHAMP,Error,0
lucideon,LUL SICK,Error,0
whitetigress,PogChamp STUNTMAN MOON,Error,0
chellity,HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm,Error,0
ninjanerd127,LUL,Error,0
feels_amazing_man,LUL,Error,0
lolletje,CALCULATED PogChamp,Error,0
if_i_only_have_snus,( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°) ill youself ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°) ( ͡° ͜ʖ ͡°),Error,0
dankdropleton,LUL,Error,0
t4iishy,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
evil_totoro,LUL,Error,0
andima88,The jump reset,Error,0
viczebr,ULURU,Error,0
rastafarimahn,THT BM PogChamp,Error,0
jnxu2,LUL,Error,0
kirky94,LUL PSYCH,Error,0
hotdogvendor,Bruce is a patriot,Error,0
welshjemz,@MOONMOON_OW, i feel bullied now :p,Error,0
momestar,GOTEM,Error,0
galirom,@moonmoon_ow Is it the hip, hop, hippy hop, I said the hip hip hop you don't stop?,Error,0
chellity,HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm,Error,0
jovel5,ishy : OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
arethyu,LEL KEK xD,Error,0
ripe63,KING KONG,Error,0
aya____,what's with europeans/australians and the word cunt??,Error,0
viper459,haHAA XD,Error,0
thedragonbox,xD,Error,0
zxblast,@tarrgan you know I mean you tard LUL,Error,0
nightbot,frick you,Error,0
felany_,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
magicwizardman34,kek,Error,0
soratemas,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
feels_amazing_man,xD,Error,0
zetienno,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
chellity,HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm,Error,0
billwilson_,Bastion short in 3 mins PogChamp,Error,0
usernamewastaken12,LEL KEK XD,Error,0
xal1771,LEL KEK XD,Error,0
t4iishy,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
pierwszyniemamczasu,LEL KEK XD,Error,0
saladsareninjas,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
lagvenom2947,lel kek xD,Error,0
muegle,LEL KEK xD,Error,0
dadisthecoolest,moon2XD moon2XD moon2XD moon2XD,Error,0
ninjanerd127,LUL KEK ECKS DEE,Error,0
onlyausername,LEL KEK xD,Error,0
t4iishy,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
leckotut,LEL KEK XD,Error,0
cubeheadd,new short is coming in 2 mins,Error,0
chellity,HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm HOP ON POP Kreygasm,Error,0
buffybot1,these ptr queues....X.x,Error,0
kiuper,@chos3n_one, why what will happen Kappa,Error,0
kreaturger,xD,Error,0
dankdropleton,v,Error,0
cowrule,¿Quién es Sombra?,Error,0
koherence,BASTION VIDEO,Error,0
chellity,HOP ON POP Kreygasm HOP ON POP Kreygasm,Error,0
rab0na,LEL KEK Xd,Error,0
arethyu,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
mrj0ne5,Hi streamer. All of these Harambe memes in chat really make me sad and triggers me all the time. I feel like the Genji mains knowing their character won't ever become better than his big brother. Please do something or else Harambe will get its revenge.,Error,0
cubeheadd,new short is coming in 2 mins.,Error,0
gayelephant,https://www.youtube.com/watch?v=axPSTHRYpZw,Error,0
nightbot,GayElephant -> *DUKE NUKEM QUOTE XD* [warning],Error,0
senjougahara_sama,Dva BibleThump,Error,0
felicitates,counter dva? but everything counters winston,Error,0
mateuszrb,D I C K S O U T FeelsAmazingMan,Error,0
dyxothegod,HARAMBEEEEEEEEEEEEEEE,Error,0
viper459,LOL,Error,0
e_yaves,so many dragons,Error,0
t4iishy,OSkomodo MY KEK IS TOP OSkomodo MY LEL IS FREE OSkomodo YOU GUESSED IT RIGHT OSkomodo LEL KEK XD OSkomodo,Error,0
cubeheadd,new short is coming in 2 mins...,Error,0
muegle,LUL,Error,0
forceofadragon4,BAITED,Error,0
wiscomptonswan,dear strimmer did you know the song is an allegory about the difficulties of the working class american? snark snark,Error,0
teude,CHEERIO!,Error,0
lockdown_24,Splendid dude,Error,0
onlyausername,LUL,Error,0
cubeheadd,new short is coming in 2 mins......,Error,0
thedragonbox,LUL,Error,0
rocketbearlol,LUL,Error,0
aya____,THE BASTION STREAM IS LIVE,Error,0
scoinor,rofl,Error,0
andima88,LUL,Error,0
lucideon,LOOOOOOOOOL,Error,0
dadisthecoolest,BASTION SHORT IS STARTING PogChamp BASTION SHORT IS STARTING PogChamp BASTION SHORT IS STARTING PogChamp BASTION SHORT IS STARTING PogChamp BASTION SHORT IS STARTING PogChamp,Error,0
cubeheadd,new short is coming in 2 mins.........,Error,0
ripe63,lul,Error,0
fsjallink,LUL,Error,0
feels_amazing_man,LUL,Error,0
gdell,rekt af,Error,0
wraithyzz,ULURU,Error,0
evil_totoro,LUL,Error,0
moggadeet,LUL,Error,0
ninjanerd127,Deja Vu,Error,0
